Time,Open,High,Low,Last,Change,%Chg,Volume
2003-10-21,10528.513046891587,10528.513046891587,10437.035625958766,10455.331110145338,-44.0,-0.45%,44256.0
2003-10-22,10438.111830910915,10441.340445767368,10277.75729304044,10316.500671317875,-129.0,-1.33%,60360.0
2003-10-23,10286.366932657656,10330.491335695831,10214.261200863542,10291.747957418394,-23.0,-0.24%,59049.0
2003-10-24,10244.394939523772,10307.891031700668,10190.584691916241,10301.43380198777,9.0,+0.09%,63910.0
2003-10-27,10294.976572274862,10371.387123877565,10280.985907896897,10317.576876270026,15.0,+0.16%,48123.0
2003-10-28,10327.262720839384,10473.626594331894,10324.034105982937,10461.788339858238,134.0,+1.40%,52057.0
2003-10-29,10440.264240815224,10503.760332992124,10410.13050215499,10494.074488422757,30.0,+0.31%,51528.0
2003-10-30,10495.15069337491,10572.63744992977,10467.169364618996,10532.817866700187,36.0,+0.37%,64249.0
2003-10-31,10520.979612226538,10562.951605360422,10497.303103279217,10506.988947848566,-24.0,-0.25%,39948.0
2003-11-03,10506.988947848566,10622.142877728711,10499.455513183511,10560.799195456117,50.0,+0.51%,47250.0
2003-11-04,10561.875400408264,10598.466368781392,10543.579916221703,10567.256425169015,6.0,+0.06%,41160.0
2003-11-05,10548.960940982453,10594.161548972788,10497.303103279217,10561.875400408264,-5.0,-0.05%,47003.0
2003-11-06,10565.10401526471,10603.847393542146,10480.083824044812,10593.085344020641,29.0,+0.30%,52603.0
2003-11-07,10598.466368781392,10670.572100575497,10498.379308231364,10517.750997370085,-70.0,-0.71%,53990.0
2003-11-10,10509.141357752864,10552.18955583891,10457.483520049638,10480.083824044812,-35.0,-0.36%,42111.0
2003-11-11,10471.474184427601,10489.769668614163,10438.111830910915,10459.635929953929,-19.0,-0.20%,29546.0
2003-11-12,10468.245569571138,10603.847393542146,10449.950085384584,10589.856729164187,121.0,+1.24%,51868.0
2003-11-13,10592.00913906849,10611.380828207206,10528.513046891587,10576.942269738372,-12.0,-0.12%,47295.0
2003-11-14,10569.408835073322,10646.895591628177,10468.245569571138,10496.226898327066,-75.0,-0.76%,50322.0
2003-11-17,10457.483520049638,10466.093159666845,10350.939229786705,10445.645265575975,-47.0,-0.48%,60173.0
2003-11-18,10438.111830910915,10484.388643853405,10330.491335695831,10342.329590169491,-96.0,-0.99%,63929.0
2003-11-19,10331.567540647979,10446.72147052813,10331.567540647979,10424.121166532963,76.0,+0.79%,60850.0
